"","value","district","gender","age_group"
"1342","No les alcanza y tienen dificultades","5","Hombre","3"
"1343","No les alcanza y tienen dificultades","5","Hombre","4"
"1344","Les alcanza justo, sin grandes dificultades","5","Hombre","4"
"1345","Les alcanza bien y pueden ahorrar","5","Mujer","1"
"1346","Les alcanza justo, sin grandes dificultades","5","Mujer","2"
"1347","Les alcanza bien y pueden ahorrar","5","Hombre","1"
"1348","No les alcanza y tienen dificultades","5","Hombre","4"
"1349","Les alcanza justo, sin grandes dificultades","5","Mujer","3"
"1350","Les alcanza justo, sin grandes dificultades","5","Mujer","1"
"1351","Les alcanza justo, sin grandes dificultades","5","Mujer","4"
"1352","Les alcanza justo, sin grandes dificultades","5","Mujer","2"
"1353","No les alcanza y tienen dificultades","5","Hombre","2"
"1354","Les alcanza bien y pueden ahorrar","5","Hombre","4"
"1355","Les alcanza justo, sin grandes dificultades","5","Hombre","2"
"1356","No les alcanza y tienen dificultades","5","Mujer","4"
"1357","Les alcanza justo, sin grandes dificultades","5","Mujer","2"
"1358","Les alcanza justo, sin grandes dificultades","5","Mujer","3"
"1359","No les alcanza y tienen dificultades","5","Hombre","2"
"1360","Les alcanza bien y pueden ahorrar","5","Mujer","4"
"1361","Les alcanza bien y pueden ahorrar","5","Hombre","4"
"1362","Les alcanza justo, sin grandes dificultades","4","Mujer","4"
"1363","Les alcanza justo, sin grandes dificultades","4","Mujer","1"
"1364","Les alcanza bien y pueden ahorrar","4","Mujer","4"
"1365","Les alcanza justo, sin grandes dificultades","4","Mujer","4"
"1366","Les alcanza justo, sin grandes dificultades","4","Hombre","2"
"1367","Les alcanza justo, sin grandes dificultades","4","Hombre","2"
"1368","No les alcanza y tienen dificultades","4","Hombre","4"
"1369","Les alcanza justo, sin grandes dificultades","4","Hombre","2"
"1370","Les alcanza justo, sin grandes dificultades","4","Mujer","4"
"1371","Les alcanza justo, sin grandes dificultades","4","Mujer","4"
"1372","Les alcanza justo, sin grandes dificultades","4","Hombre","3"
"1373","Les alcanza bien y pueden ahorrar","4","Mujer","2"
"1374","No les alcanza y tienen dificultades","4","Hombre","3"
"1375","No les alcanza y tienen dificultades","4","Hombre","2"
"1376","Les alcanza bien y pueden ahorrar","4","Mujer","1"
"1377","Les alcanza justo, sin grandes dificultades","4","Hombre","2"
"1378","Les alcanza justo, sin grandes dificultades","4","Mujer","4"
"1379","Les alcanza justo, sin grandes dificultades","4","Mujer","4"
"1380","Les alcanza justo, sin grandes dificultades","4","Hombre","3"
"1381","Les alcanza justo, sin grandes dificultades","4","Hombre","1"
"1382","Les alcanza bien y pueden ahorrar","4","Hombre","1"
"1383","Les alcanza justo, sin grandes dificultades","4","Mujer","3"
"1384","Les alcanza justo, sin grandes dificultades","4","Mujer","1"
"1385","Les alcanza justo, sin grandes dificultades","4","Mujer","4"
"1386","No les alcanza y tienen dificultades","4","Mujer","4"
"1387","Les alcanza justo, sin grandes dificultades","4","Mujer","4"
"1388","Les alcanza justo, sin grandes dificultades","4","Hombre","4"
"1389","Les alcanza justo, sin grandes dificultades","4","Mujer","3"
"1390","Les alcanza justo, sin grandes dificultades","4","Mujer","3"
"1391","No les alcanza y tienen dificultades","4","Mujer","4"
"1392","No les alcanza y tienen dificultades","4","Mujer","3"
"1393","Les alcanza justo, sin grandes dificultades","4","Mujer","3"
"1394","Les alcanza bien y pueden ahorrar","4","Mujer","4"
"1395","Les alcanza bien y pueden ahorrar","4","Mujer","4"
"1396","Les alcanza justo, sin grandes dificultades","4","Hombre","2"
"1397","Les alcanza justo, sin grandes dificultades","4","Mujer","2"
"1398","No les alcanza y tienen dificultades","4","Hombre","1"
"1399","Les alcanza justo, sin grandes dificultades","4","Hombre","2"
"1400","Les alcanza justo, sin grandes dificultades","4","Mujer","4"
"1401","Les alcanza justo, sin grandes dificultades","4","Mujer","4"
"1402","Les alcanza justo, sin grandes dificultades","4","Hombre","2"
"1403","Les alcanza bien y pueden ahorrar","4","Mujer","2"
"1404","Les alcanza justo, sin grandes dificultades","4","Mujer","4"
"1405","No les alcanza y tienen grandes dificultades","4","Hombre","3"
"1406","Les alcanza justo, sin grandes dificultades","4","Mujer","3"
"1407","Les alcanza justo, sin grandes dificultades","4","Mujer","2"
"1408","Les alcanza justo, sin grandes dificultades","4","Hombre","3"
"1409","Les alcanza justo, sin grandes dificultades","4","Mujer","2"
"1410","Les alcanza bien y pueden ahorrar","4","Hombre","3"
"1411","Les alcanza justo, sin grandes dificultades","4","Hombre","2"
"1412","No les alcanza y tienen dificultades","4","Hombre","2"
"1413","Les alcanza justo, sin grandes dificultades","4","Mujer","3"
"1414","Les alcanza justo, sin grandes dificultades","4","Hombre","4"
"1415","Les alcanza justo, sin grandes dificultades","4","Hombre","2"
"1416","No les alcanza y tienen dificultades","4","Mujer","2"
"1417","Les alcanza bien y pueden ahorrar","4","Mujer","4"
"1418","Les alcanza justo, sin grandes dificultades","4","Mujer","4"
"1419","Les alcanza justo, sin grandes dificultades","4","Hombre","2"
"1420","No les alcanza y tienen grandes dificultades","4","Mujer","1"
"1421","No les alcanza y tienen dificultades","4","Mujer","3"
"1422","Les alcanza justo, sin grandes dificultades","4","Hombre","1"
"1423","No les alcanza y tienen dificultades","4","Hombre","2"
"1424","Les alcanza bien y pueden ahorrar","4","Mujer","4"
"1425","Les alcanza justo, sin grandes dificultades","4","Hombre","2"
"1426","Les alcanza bien y pueden ahorrar","4","Mujer","2"
"1427","Les alcanza justo, sin grandes dificultades","4","Mujer","4"
"1428","No les alcanza y tienen dificultades","4","Mujer","2"
"1429","No les alcanza y tienen dificultades","4","Mujer","3"
"1430","Les alcanza justo, sin grandes dificultades","4","Mujer","1"
"1431","Les alcanza justo, sin grandes dificultades","4","Hombre","3"
"1432","Les alcanza justo, sin grandes dificultades","4","Mujer","1"
"1433","Les alcanza justo, sin grandes dificultades","4","Hombre","4"
"1434","Les alcanza justo, sin grandes dificultades","4","Mujer","3"
"1435","Les alcanza bien y pueden ahorrar","4","Hombre","1"
"1436","Les alcanza justo, sin grandes dificultades","4","Hombre","3"
"1437","Les alcanza justo, sin grandes dificultades","4","Mujer","3"
"1438","Les alcanza justo, sin grandes dificultades","4","Mujer","4"
"1439","No les alcanza y tienen dificultades","4","Mujer","3"
"1440","Les alcanza justo, sin grandes dificultades","4","Mujer","3"
"1441","Les alcanza justo, sin grandes dificultades","4","Mujer","2"
"1442","No les alcanza y tienen dificultades","4","Hombre","4"
"1443","Les alcanza justo, sin grandes dificultades","4","Hombre","3"
"1444","Les alcanza justo, sin grandes dificultades","4","Mujer","4"
"1445","Les alcanza bien y pueden ahorrar","4","Hombre","4"
"1446","Les alcanza justo, sin grandes dificultades","4","Hombre","4"
"1447","No les alcanza y tienen dificultades","4","Hombre","4"
"1448","Les alcanza justo, sin grandes dificultades","4","Hombre","4"
"1449","Les alcanza justo, sin grandes dificultades","4","Mujer","4"
"1450","Les alcanza justo, sin grandes dificultades","4","Mujer","3"
"1451","No les alcanza y tienen dificultades","4","Mujer","3"
"1452","Les alcanza justo, sin grandes dificultades","5","Hombre","4"
"1453","Les alcanza justo, sin grandes dificultades","5","Hombre","3"
"1454","No les alcanza y tienen dificultades","5","Hombre","2"
"1455","Les alcanza bien y pueden ahorrar","5","Hombre","3"
"1456","Les alcanza justo, sin grandes dificultades","5","Hombre","4"
"1457","Les alcanza justo, sin grandes dificultades","5","Hombre","3"
"1458","Les alcanza justo, sin grandes dificultades","5","Mujer","1"
"1459","Les alcanza justo, sin grandes dificultades","5","Hombre","2"
"1460","Les alcanza justo, sin grandes dificultades","5","Hombre","3"
"1461","Les alcanza justo, sin grandes dificultades","5","Hombre","4"
"1462","Les alcanza justo, sin grandes dificultades","5","Mujer","1"
"1463","Les alcanza justo, sin grandes dificultades","5","Hombre","1"
"1464","No les alcanza y tienen dificultades","5","Mujer","2"
"1465","Les alcanza justo, sin grandes dificultades","5","Mujer","2"
"1466","Les alcanza justo, sin grandes dificultades","5","Hombre","2"
"1467","Les alcanza justo, sin grandes dificultades","5","Mujer","2"
"1468","Les alcanza justo, sin grandes dificultades","5","Hombre","3"
"1469","Les alcanza justo, sin grandes dificultades","5","Hombre","1"
"1470","No les alcanza y tienen grandes dificultades","5","Hombre","4"
"1471","No les alcanza y tienen dificultades","5","Hombre","4"
"1472","No les alcanza y tienen grandes dificultades","5","Hombre","3"
"1473","No les alcanza y tienen grandes dificultades","5","Mujer","2"
"1474","No les alcanza y tienen dificultades","5","Hombre","3"
"1475","Les alcanza justo, sin grandes dificultades","5","Mujer","4"
"1476","Les alcanza justo, sin grandes dificultades","5","Mujer","2"
"1477","No les alcanza y tienen dificultades","5","Hombre","4"
"1478","Les alcanza bien y pueden ahorrar","5","Mujer","3"
"1479","Les alcanza justo, sin grandes dificultades","5","Mujer","2"
"1480","No les alcanza y tienen dificultades","5","Mujer","4"
"1481","Les alcanza justo, sin grandes dificultades","5","Hombre","2"
